Product Code,Product Label,"UAE export to south africa Value in 2022, USD thousands","nnual growth in value uae export to south africa between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Equivalent ad valorem tariff faced by United Arab Emirates,Quantity exported from uae to south africa in 2022 ,Quantity unit ,Unit value (USD/unit) ,Number of non-tariff requirements faced by United Arab Emirates ,"south africa imports from world Value in 2022, USD thousand ","Annual growth south africa imports from world  in value between 2018-2022, %, p.a. ","Share in world imports, % ",Quantity exported from south africa to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Uae export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity exported from uae to world in 2022 ,Quantity unit ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
30539,"Fish fillets, dried, salted or in brine, but not smoked (excl. tilapia, catfish, carp, eels, . . .",,,,13,,,,,64,-41,0,10,Tons,"6,400",39,0,0,2,Tons,"12,500",
30541,"Smoked Pacific salmon ""Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus . . .",,,,25,,,,,87,-12,0,191,Tons,455,260,11,0,54,Tons,"20,759",
30543,"Smoked trout ""Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, . . .",,,,25,,,,,0,,0,,Tons,,3,29,0,2,Tons,"15,500",
30549,"Smoked fish, incl. fillets (excl. offal, Pacific salmon, Atlantic salmon, Danube salmon, herring, . . .",,,,13,,,,,510,18,0,188,Tons,"2,713",243,-14,0,12,Tons,"10,833",
30551,"Dried cod ""Gadus morhua, Gadus ogac, Gadus macrocephalus"", even salted, not smoked (excl. fillets . . .",,,,0,,,,,"1,181",0,0,132,Tons,"8,947",1,124,0,0,Tons,,
30552,"Dried tilapia ""Oreochromis spp."", catfish ""Pangasius spp., Silurus spp., Clarias spp., Ictalurus . . .",,,,,,,,,0,,0,,,,239,-11,4,,,,
30553,"Dried fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, . . .",,,,25,,,,,0,,0,,Tons,,5,91,0,0,Tons,,
30554,"Dried herrings ""Clupea harengus, Clupea pallasii"", anchovies ""Engraulis spp."", sardines ""Sardina . . .",,,,13,,,,,1,-29,0,0,,,"22,518",5,21,7,,"9,286",
30559,"Fish, dried, even salted but not smoked, n.e.s. (excl. fillets and offal)",,,,25,,,,,38,151,0,30,Tons,"1,267",256,-47,0,0,Tons,,
30569,"Fish, salted or in brine only (excl. fillets, offal, herring, cod, anchovies, tilapia, catfish, . . .",,,,25,,,,,"1,650",8,1,625,Tons,"2,640",3,-23,0,89,Tons,"2,045",
30571,"Shark fins, smoked, dried, salted or in brine",,,,13,,,,,254,-18,0,31,Tons,"8,194",562,-38,0,,Tons,,
30572,"Fish heads, tails and maws, smoked, dried, salted or in brine",,,,13,,,,,0,,0,,Tons,,"1,581",-34,0,1,Tons,"200,000",
30579,"Fish fins and other edible fish offal, smoked, dried, salted or in brine (excl. heads, tails, . . .",,,,13,,,,,0,,0,,Tons,,201,-27,0,,Tons,,
30611,"Frozen rock lobster and other sea crawfish ""Palinurus spp."", ""Panulirus spp."" and ""Jasus spp."", . . .",,,,0,,,,,77,-61,0,3,Tons,"25,667","15,837",27,2,100,Tons,"17,270",2
30612,"Frozen lobsters ""Homarus spp."", even smoked, whether in shell or not, incl. lobsters in shell, . . .",,,,15,,,,,0,,0,,Tons,,"8,819",18,1,152,Tons,"26,776",4
30614,"Frozen crabs, even smoked, whether in shell or not, incl. crabs in shell, cooked by steaming . . .",,,,0,,,,,"1,868",-2,0,428,Tons,"4,364",356,-14,0,464,Tons,"14,412",-
30616,"Frozen cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", even smoked, whether . . .",,,,0,,,,,"3,979",36,0,362,Tons,"10,992","4,969",20,0,150,Tons,"5,040",
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in . . .",,,,0,,,,,"40,572",1,0,"6,582",Tons,"6,164","138,616",-2,1,"28,005",Tons,"6,464",
30619,"Frozen crustaceans, even smoked, fit for human consumption, whether in shell or not, incl. . . .",,,,0,,,,,2,-74,0,1,Tons,"2,000",648,-2,1,91,Tons,"7,242",
30632,"Lobsters ""Homarus spp."", whether in shell or not, live, fresh or chilled",,,,0,,,,,4,,0,1,,"4,000",70,-27,0,293,,"24,362",
30633,"Crabs, whether in shell or not, live, fresh or chilled",,,,0,,,,,6,80,0,3,,"2,000",10,-29,0,147,,"23,082",
30635,"Cold-water shrimps and prawns ""Pandalus spp., Crangon crangon"", whether in shell or not, live, . . .",,,,0,,,,,0,,0,,Tons,,1,-28,0,162,Tons,"10,722",
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps . . .",,,,0,,,,,8,8,0,0,Tons,,229,9,0,"1,981",Tons,"6,488",
30639,"Crustaceans, fit for human consumption, whether in shell or not, live, fresh or chilled (excl. . . .",,,,0,,,,,0,,0,,Tons,,23,87,0,22,Tons,"6,955",
30693,"Crabs, whether in shell or not, dried, salted, smoked or in brine, incl. crabs in shell, cooked . . .",,,,0,,,,,0,,0,,Tons,,1,-43,0,0,Tons,,
30694,"Norway lobsters ""Nephrops norvegicus"", whether in shell or not, dried, salted, smoked or in . . .",,,0,0,,,,,13,,0,3,,"4,333",,,,0,,,
30695,"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones . . .",,,,0,,,,,"7,217",67,3,"1,096",Tons,"6,585",19,-33,0,290,Tons,"4,490",
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in . . .",,,,0,,,,,0,,0,,Tons,,7,-23,0,4,Tons,"6,000",
30711,"Oysters, even in shell, live, fresh or chilled",,,,0,,,,,541,-4,0,138,Tons,"3,920",549,57,0,180,Tons,"11,439",
30712,"Oysters, even in shell, frozen",,,,0,,,,,34,,0,32,Tons,"1,063",51,-21,0,2,Tons,"6,500",
30719,"Oysters, even in shell, smoked, dried, salted or in brine",,,,0,,,,,240,3,1,58,Tons,"4,138",20,-25,0,1,Tons,"40,000",
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",,,,0,,,,,4,-47,0,10,Tons,400,14,-56,0,52,Tons,"12,173",
30722,"Scallops and other molluscs of the family Pectinidae, frozen, even in shell",,,,0,,,,,112,-21,0,5,Tons,"22,400",319,-6,0,281,Tons,"17,409",
30729,"Scallops and other molluscs of the family Pectinidae, smoked, dried, salted or in brine, even . . .",,,,0,,,,,217,-19,0,29,Tons,"7,483",54,2,0,4,Tons,"20,250",
30731,"Live, fresh or chilled, not smoked, mussels ""Mytilus spp., Perna spp."", with or without shell",,,,0,,,,,0,,0,,Tons,,135,26,0,162,Tons,"4,377",
30732,"Mussels ""Mytilus spp., Perna spp."", frozen, even in shell",,,,25,,,,,0,,0,,Tons,,756,11,0,973,Tons,"4,799",
30739,"Mussels ""Mytilus spp., Perna spp."", smoked, dried, salted or in brine, even in shell",,,,25,,,,,179,30,0,37,Tons,"4,838",113,12,0,19,Tons,"3,789",
30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",,,,0,,,,,187,105,0,50,Tons,"3,740",743,9,0,120,Tons,"5,108",
30743,"Cuttle fish and squid, frozen, with or without shell",,,,0,,,,,"14,771",25,0,"4,475",Tons,"3,301","5,938",48,0,"5,780",Tons,"4,021",
30749,"Cuttle fish and squid, smoked, dried, salted or in brine, with or without shell",,,,0,,,,,"10,441",-14,2,"3,905",Tons,"2,674","1,188",15,0,143,Tons,"2,993",
30751,"Octopus ""Octopus spp."", live, fresh or chilled",,,,0,,,,,0,,0,,Tons,,1,-50,0,0,Tons,,
30752,"Octopus ""Octopus spp."", frozen",,,,0,,,,,6,21,0,3,Tons,"2,000",302,19,0,539,Tons,"8,124",
30759,"Octopus ""Octopus spp."", smoked, dried, salted or in brine",,,,0,,,,,180,10,0,46,Tons,"3,913",6,-20,0,64,Tons,"10,406",
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without . . .",,,0,0,,,,,222,48,0,45,Tons,"4,933",,,,2,Tons,"10,000",
30771,"Live, fresh or chilled, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, . . .",,,,0,,,,,0,,0,,Tons,,4,-4,0,79,Tons,"6,177",
30772,"Frozen, even in shell, clams, cockles and ark shells ""families Arcidae, Arcticidae, Cardiidae, . . .",,,,0,,,,,40,61,0,28,Tons,"1,429",20,22,0,43,Tons,"4,721",
30779,"Smoked, dried, salted or in brine, even in shell, clams, cockles and ark shells ""families Arcidae, . . .",,,,0,,,,,69,-3,0,57,Tons,"1,211",11,-2,0,10,Tons,"4,400",
30781,"Live, fresh or chilled, even in shell, abalone ""Haliotis spp.""",,,,0,,,,,0,,0,,Tons,,651,166,0,11,Tons,"27,818",
30784,"Frozen, even in shell, stromboid conchs ""Strombus spp.""",,,,,,,,,0,,0,,,,8,384,0,,,,
30787,"Smoked, dried, salted or in brine, even in shell, abalone ""Haliotis spp.""",,,,0,,,,,0,,0,,Tons,,"4,483",272,7,,Tons,,
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, . . .",,,,0,,,,,3,,0,6,Tons,500,9,-30,0,4,Tons,"26,500",
30792,"Molluscs, even in shell, frozen (excl. oysters, scallops of the genera Pecten, Chlamys or Placopecten, . . .",,,,0,,,,,23,72,0,2,Tons,"11,500",45,106,0,89,Tons,"15,719",
30799,"Molluscs, even in shell, smoked, dried, salted or in brine (excl. oysters, scallops of the . . .",,,,0,,,,,65,-48,0,9,Tons,"7,222",12,15,0,8,Tons,"12,000",
30819,"Smoked, dried, salted or in brine, sea cucumbers ""Stichopus japonicus, Holothuroidea""",,,,0,,,,,14,,0,6,Tons,"2,333",267,-22,0,,Tons,,
30890,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, aquatic invertebrates . . .",,,,,,,,,0,,0,,,,22,-19,0,1,,"231,000",
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar . . .",,,,0,,,,,334,77,0,641,Tons,521,"1,191",46,0,0,Tons,,2
40120,"Milk and cream of a fat content by weight of > 1% but <= 6%, not concentrated nor containing . . .",,,,0,,,,,"2,904",-25,0,"3,530",Tons,823,799,20,0,0,Tons,,168
40140,"Milk and cream of a fat content by weight of > 6% but <= 10%, not concentrated nor containing . . .",,,,0,,,,,0,,0,,Tons,,97,-26,0,102,Tons,"2,373",
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar . . .",,,,0,,,,,200,3,0,83,Tons,"2,410",656,37,0,0,Tons,,
40210,"Milk and cream in solid forms, of a fat content by weight of <= 1,5%",,,,12,,,,,"40,062",20,0,"10,378",Tons,"3,860","3,325",-43,0,"30,140",Tons,"3,783",496
40221,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, unsweetened",4,-63,0,11,3,Tons,"1,333",,"16,944",11,0,"3,541",Tons,"4,785","44,336",29,0,"84,778",Tons,"4,044","1,164"
40229,"Milk and cream in solid forms, of a fat content by weight of > 1,5%, sweetened",4,,0,12,1,Tons,"4,000",,4,-70,0,1,Tons,"4,000","6,170",9,1,"18,573",Tons,"3,678",10
40291,"Milk and cream, concentrated but unsweetened (excl. in solid forms)",,,,16,,,,,357,1,0,204,Tons,"1,750",967,-27,0,"39,228",Tons,"1,758",40
40299,"Milk and cream, concentrated and sweetened (excl. in solid forms)",,,,11,,,,,"4,634",22,0,"1,856",Tons,"2,497","5,226",22,1,"3,138",Tons,"2,573",38
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, . . .",,,,0,,,,,69,-42,0,11,Tons,"6,273",356,-10,0,950,Tons,"2,740",2
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, . . .",,,,17,,,,,"12,327",18,1,"3,355",Tons,"3,674",136,3,0,"6,660",Tons,"3,101",118
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening . . .",,,,13,,,,,"36,418",11,1,"17,535",Tons,"2,077",3,0,0,"10,330",Tons,"1,963",41
40490,"Products consisting of natural milk constituents, whether or not sweetened, n.e.s.",,,,7,,,,,"4,452",-2,0,901,Tons,"4,941",16,-35,0,"3,767",Tons,"2,230",10
40510,Butter (excl. dehydrated butter and ghee),,,,7,,,,,"19,196",-13,0,"3,582",Tons,"5,359",394,-27,0,"11,860",Tons,"6,506",231
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",,,,6,,,,,45,-49,0,15,Tons,"3,000",2,-70,0,94,Tons,"8,309",-
40590,"Fats and oils derived from milk, and dehydrated butter and ghee (excl. natural butter, recombined . . .",,,,10,,,,,22,-83,0,5,Tons,"4,400","1,071",-3,0,"7,965",Tons,"6,728",6
40610,"Fresh cheese ""unripened or uncured cheese"", incl. whey cheese, and curd",,,,7,,,,,"3,378",-1,0,602,Tons,"5,611","1,058",-23,0,"11,523",Tons,"5,119",6
40620,"Grated or powdered cheese, of all kinds",,,,5,,,,,815,-19,0,142,Tons,"5,739",430,22,0,"9,126",Tons,"4,221",7
40630,"Processed cheese, not grated or powdered",,,,8,,,,,"20,659",-8,1,"4,682",Tons,"4,412",431,2,0,"16,521",Tons,"5,996",161
40640,"Blue-veined cheese and other cheese containing veins produced by ""Penicillium roqueforti""",,,,4,,,,,"1,109",-6,0,134,Tons,"8,276",19,-7,0,156,Tons,"9,436",
40690,"Cheese (excl. fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese and . . .",,,,6,,,,,"15,049",-7,0,"1,980",Tons,"7,601","1,209",54,0,"16,735",Tons,"6,587",26
40711,"Fertilised eggs for incubation, of domestic fowls",,,,0,,,,,5,-5,0,1,Tons,"5,000",27,,0,0,Tons,,
40721,"Fresh eggs of domestic fowls, in shell (excl. fertilised for incubation)",,,,0,,,,,0,,0,,Tons,,"2,210",13,0,0,Tons,,
40729,"Fresh birds' eggs, in shell (excl. of domestic fowls, and fertilised for incubation)",,,,0,,,,,0,,0,,Tons,,34,-37,0,0,Tons,,
40790,"Birds' eggs, in shell, preserved or cooked",,,,0,,,,,0,,0,,Tons,,4,-45,0,654,Tons,"4,249",
40811,"Dried egg yolks, whether or not sweetened",,,,19,,,,,"2,644",-4,2,392,Tons,"6,745",1,-56,0,111,Tons,"5,874",
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, . . .",,,,19,,,,,2,205,0,0,Tons,,28,-23,0,716,Tons,"3,170",
40891,"Dried birds' eggs, not in shell, whether or not sweetened (excl. egg yolks)",,,,19,,,,,"1,533",-5,0,183,Tons,"8,377",32,279,0,127,Tons,"5,850",
40899,"Birds' eggs, not in shell, fresh, cooked by steaming or boiling in water, moulded, frozen or . . .",,,,19,,,,,12,-12,0,1,Tons,"12,000",278,-11,0,"1,497",Tons,"2,043",-
40900,Natural honey,,,,22,,,,,"3,114",-14,0,"2,637",Tons,"1,181","2,615",52,0,"9,558",Tons,"3,072",44
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",,,,0,,,,,15,1,0,2,Tons,"7,500",15,,0,0,Tons,,
50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair",,,,0,,,,,1,-46,0,0,Tons,,39,56,0,6,Tons,"15,167",
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, . . .",,,,0,,,,,"118,474",0,2,"28,594",Tons,"4,143",95,-37,0,"1,152",Tons,"1,805",10
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated . . .",,,,0,,,,,"4,236",23,0,671,Tons,"6,313",66,-57,0,18,Tons,"5,667",
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, . . .",,,0,0,,,,,230,-5,0,11,Tons,"20,909",,,,56,Tons,"4,804",
50610,Ossein and bones treated with acid,,,0,0,,,,,211,5,0,11,Tons,"19,182",,,,0,Tons,,
50690,"Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply . . .",,,0,0,,,,,24,-46,0,31,Tons,774,,,,140,Tons,"1,264",
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, . . .",,,0,0,,,,,40,15,0,53,Tons,755,,,,1,Tons,"20,000",
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder . . .",,,,0,,,,,205,34,0,42,Tons,"4,881",45,87,0,336,Tons,"3,295",
51000,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other . . .",,,,0,,,,,389,-28,0,109,Tons,"3,569",4,,0,2,Tons,"65,500",
51110,Bovine semen,,,,0,,,,,"5,897",0,1,11,Tons,"536,091",3,-43,0,0,Tons,,
51191,"Products of fish or crustaceans, molluscs or other aquatic invertebrates; dead fish, crustaceans, . . .",,,,0,,,,,213,-21,0,28,Tons,"7,607",1,88,0,28,Tons,"15,393",
51199,"Products of animal origin, n.e.s., dead animals, unfit for human consumption (excl. fish, crustaceans, . . .",,,,0,,,,,280,-32,0,65,Tons,"4,308",8,-15,0,425,Tons,"4,513",
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excl. those used for human . . .",,,,0,,,,,"3,439",5,0,"22,895,698",Units,0,1,-57,0,0,Units,,
60120,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower; chicory . . .",,,,0,,,,,817,44,0,"1,989,156",Units,0,29,-41,0,0,Units,,
60210,Unrooted cuttings and slips,,,,0,,,,,"1,846",-20,0,"69,851,232",Units,0,715,350,0,0,Units,,2
60220,"Edible fruit or nut trees, shrubs and bushes, whether or not grafted",186,77,8,0,"4,240",Units,44,,268,-2,0,"29,821",Units,9,"2,330",31,0,0,Units,,-
60230,"Rhododendrons and azaleas, grafted or not",,,,0,,,,,6,,0,89,Units,67,18,-43,0,7,Units,"6,286",
60240,"Roses, whether or not grafted",,,0,0,,,,,93,8,0,"238,814",Units,0,,,,65,Units,"4,400",
60290,"Live plants, incl. their roots, and mushroom spawn (excl. bulbs, tubers, tuberous roots, corms, . . .",5,,0,0,0,Tons,,,"7,677",-10,0,"1,138",Tons,"6,746","1,832",-20,0,0,Tons,,10
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",,,,20,,,,,"2,230",0,0,"1,391",Tons,"1,603",3,-31,0,"5,455",Tons,"4,872",
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",,,0,20,,,,,4,,0,2,Tons,"2,000",,,,153,Tons,"5,837",
60313,"Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes",,,0,20,,,,,31,-29,0,6,Tons,"5,167",,,,150,Tons,"9,773",
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",,,0,20,,,,,24,40,0,6,Tons,"4,000",,,,"1,294",Tons,"6,219",
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excl. . . .",,,,20,,,,,"1,762",37,0,576,Tons,"3,059",11,-37,0,0,Tons,,
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable . . .",,,,20,,,,,37,-60,0,7,Tons,"5,286",1,-54,0,0,Tons,,
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses . . .",,,,20,,,,,13,10,0,5,Tons,"2,600",34,13,0,0,Tons,,
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses . . .",,,,20,,,,,127,-7,0,194,Tons,655,327,78,0,0,Tons,,
70110,Seed potatoes,,,0,0,,,,,195,104,0,380,Tons,513,,,,"3,352",Tons,676,-
70190,Fresh or chilled potatoes (excl. seed),,,,0,,,,,21,-13,0,62,Tons,339,80,-33,0,"318,226",Tons,295,-
70200,"Tomatoes, fresh or chilled",,,,15,,,,,"7,312",54,0,"12,823",Tons,570,282,-20,0,"16,020",Tons,"1,738",4
70310,Fresh or chilled onions and shallots,,,,15,,,,,"3,341",1,0,"5,377",Tons,621,"1,065",-16,0,"356,595",Tons,306,18
70320,"Garlic, fresh or chilled",,,,13,,,,,"6,396",11,0,"3,016",Tons,"2,121","1,829",64,0,"84,282",Tons,908,99
70390,"Leeks and other alliaceous vegetables, fresh or chilled (excl. onions, shallots and garlic)",,,,15,,,,,2,-36,0,1,Tons,"2,000",12,-44,0,367,Tons,"2,725",
70410,Fresh or chilled cauliflowers and broccoli,,,,0,,,,,99,-19,0,31,Tons,"3,194",73,-41,0,"2,730",Tons,"2,021",1
70420,"Brussels sprouts, fresh or chilled",,,,0,,,,,1,267,0,0,Tons,,4,-35,0,117,Tons,"3,128",
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, . . .",,,,0,,,,,149,293,0,53,Tons,"2,811",123,-16,0,"1,264",Tons,"1,631",
70511,Fresh or chilled cabbage lettuce,,,,0,,,,,0,,0,,Tons,,13,-31,0,"2,911",Tons,"2,617",
70519,Fresh or chilled lettuce (excl. cabbage lettuce),,,,0,,,,,0,,0,,Tons,,171,-36,0,"2,044",Tons,"2,561",
70529,Fresh or chilled chicory (excl. witloof chicory),,,,0,,,,,0,,0,,Tons,,8,86,0,83,Tons,"6,723",
70610,Fresh or chilled carrots and turnips,,,,0,,,,,12,1,0,34,Tons,353,22,-37,0,"76,579",Tons,552,-
70690,"Fresh or chilled salad beetroot, salsify, celeriac, radishes and similar edible roots (excl. . . .",,,,0,,,,,12,-25,0,11,Tons,"1,091",71,-18,0,"3,112",Tons,893,-
70700,"Cucumbers and gherkins, fresh or chilled",,,,15,,,,,20,-26,0,91,Tons,220,43,-36,0,"3,543",Tons,"1,448",-
70810,"Fresh or chilled peas ""Pisum sativum"", shelled or unshelled",,,,15,,,,,"1,629",4,0,692,Tons,"2,354",40,-27,0,991,Tons,"1,040",-
70820,"Fresh or chilled beans ""Vigna spp., Phaseolus spp."", shelled or unshelled",,,,0,,,,,"1,162",-7,0,"1,139",Tons,"1,020",48,-44,0,"1,474",Tons,"2,115",-
70890,"Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and . . .",,,,0,,,,,379,163,0,478,Tons,793,96,-15,0,749,Tons,"2,742",3
70920,Fresh or chilled asparagus,,,,15,,,,,607,-17,0,"1,271",Tons,478,36,-38,0,"1,425",Tons,"3,265",2
70930,"Fresh or chilled aubergines ""eggplants""",,,,0,,,,,38,-9,0,113,Tons,336,73,-19,0,226,Tons,"3,451",-
70940,Fresh or chilled celery (excl. celeriac),,,,0,,,,,29,165,0,8,Tons,"3,625",38,-20,0,737,Tons,"1,395",
70951,"Fresh or chilled mushrooms of the genus ""Agaricus""",,,,15,,,,,27,-43,0,5,Tons,"5,400",95,-27,0,374,Tons,"4,861",-
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, . . .",,,,8,,,,,120,-5,0,1,Tons,"120,000",48,-16,0,536,Tons,"11,078",-
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,,,,15,,,,,"2,918",37,0,"3,482",Tons,838,188,-29,0,"36,653",Tons,"1,036",5
70970,"Fresh or chilled spinach, New Zealand spinach and orache spinach",,,,0,,,,,3,-15,0,14,Tons,214,27,-32,0,329,Tons,"6,714",
70991,Fresh or chilled globe artichokes,,,,0,,,,,0,,0,,Tons,,3,-46,0,61,Tons,"5,148",
70992,Fresh or chilled olives,,,,15,,,,,3,19,0,5,Tons,600,25,-26,0,35,Tons,"3,771",
70993,"Fresh or chilled pumpkins, squash and gourds ""Cucurbita spp.""",,,,15,,,,,747,-6,0,"1,885",Tons,396,28,-30,0,"6,138",Tons,898,
70999,Fresh or chilled vegetables n.e.s.,,,,15,,,,,"2,023",-3,0,657,Tons,"3,079",349,-23,0,"29,764",Tons,"1,572",
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",,,,30,,,,,61,155,0,74,Tons,824,235,8,0,"2,148",Tons,678,-
71021,"Shelled or unshelled peas ""Pisum sativum"", uncooked or cooked by steaming or by boiling in . . .",,,,10,,,,,"2,886",-15,1,"2,585",Tons,"1,116",57,1,0,0,Tons,,10
71022,"Shelled or unshelled beans ""Vigna spp., Phaseolus spp."", uncooked or cooked by steaming or . . .",,,,10,,,,,"1,340",-4,0,"1,317",Tons,"1,017",57,-26,0,"1,667",Tons,983,
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in . . .",,,,24,,,,,189,108,0,271,Tons,697,38,-2,0,"1,065",Tons,"1,921",
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling . . .",,,,20,,,,,"1,118",14,0,"1,327",Tons,843,8,-13,0,"1,667",Tons,895,
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",,,,10,,,,,876,-15,0,787,Tons,"1,113",119,12,0,"6,389",Tons,"1,050",8
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excl. potatoes, . . .",,,,5,,,,,"3,070",-4,0,"3,085",Tons,995,56,-32,0,"9,871",Tons,"2,070",2
71090,"Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen",,,,10,,,,,"3,800",-16,0,"3,940",Tons,964,461,28,0,"9,243",Tons,"1,304",78
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or . . .",,,,25,,,,,22,-24,0,6,Tons,"3,667",30,-15,0,198,Tons,778,-
71140,"Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur . . .",,,,20,,,,,5,-64,0,5,Tons,"1,000",11,25,0,32,Tons,844,
71151,"Mushrooms of the genus ""Agaricus"", provisionally preserved, e.g., by sulphur dioxide gas, in . . .",,,,20,,,,,0,,0,,Tons,,14,4,0,65,Tons,"1,369",
