Product Code,Product Label,"UAE export to egypt Value in 2022, USD thousands","annual growth uae export to egypt in value between 2018-2022, %, p.a","Share in United Arab Emirates's exports, %",Quantity Uae exported to egypt in 2022 ,Unit value (USD/unit) ,"egypt import from world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","egypt Share in world imports, % ",Quantity exported from egypt to world  in 2022 ,Unit value (USD/unit) ,"uae export to world Value in 2022, USD thousand ","Annual growth in value between 2018-2022, %, p.a. ","UAE Share in world exports, % ",Quantity UAE exported to world in 2022 ,Unit value (USD/unit) ,"Estimation of untapped potential trade, USD thousand"
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for . . .",11,-6,0,4,"2,750","1,988",-28,0,724,"2,746","13,034",9,0,0, ,-
870110,Pedestrian-controlled agricultural tractors and similar tractors for industry (excl. tractor . . ., , , , , ,"2,221",-6,1,325,"6,834",971,107,0,0, ,15
870120,Road tractors for semi-trailers, , , , , ,"67,398",-23,0,"8,161","8,259","1,578",-9,0,0, ,"2,120"
870130,Track-laying tractors (excl. pedestrian-controlled), , ,0, , ,132,16,0,11,"12,000", , , ,0, ,2
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, . . .", , , , , ,162,-45,0,21,"7,714",164,35,0,0, ,
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled . . .", , , , , ,"1,605",-22,0,159,"10,094",12,-29,0,0, ,
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled . . .",12,6,13,1,"12,000","4,875",-17,0,493,"9,888",90,-23,0,0, ,
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled . . .", , , , , ,"9,429",-9,0,873,"10,801",125,-3,0,0, ,
870195,"Tractors, of an engine power > 130 kW (excl. those of heading 8709, pedestrian-controlled tractors, . . .", , , , , ,"2,043",-33,0,162,"12,611",174,-20,0,0, ,
870210,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only diesel engine", , , , , ,"15,415",-46,0,"1,463","10,537","39,865",26,0,0, ,
870220,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both diesel engine and . . .", , , , , ,0, ,0, , ,"9,487",69,2,3,"7,333",
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal . . .", , , , , ,0, ,0, , ,"3,526",87,5,0, ,
870240,"Motor vehicles for the transport of >= 10 persons, incl. driver, with only electric motor for . . .", , , , , ,0, ,0, , ,597,-13,0,0, ,
870290,"Motor vehicles for the transport of >= 10 persons, incl. driver (excl. with diesel engine or . . .", , , , , ,"1,554",-4,0,134,"11,597","4,305",19,0,0, ,
870310,Vehicles for the transport of <10 persons on snow; golf cars and similar vehicles,5,35,0,0, ,"7,118",11,0,516,"13,795","1,124",-9,0,0, ,54
870321,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .",29,57,0,3,"9,667","34,064",-7,0,"2,960","11,508","26,455",52,0,0, ,
870322,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .",36, ,0,3,"12,000","488,764",7,0,"39,418","12,400","44,661",46,0,0, ,
870323,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .",13,-12,0,1,"13,000","930,694",-4,0,"65,284","14,256","113,632",21,0,0, ,
870324,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .",120, ,0,4,"30,000","58,415",10,0,"1,983","29,458","203,705",16,0,0, ,
870331,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , , , ,"4,929",301,0,467,"10,555",676,-17,0,0, ,
870332,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .","1,138",83,4,89,"12,787","2,646",-45,0,207,"12,783","26,322",4,0,0, ,
870333,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , , , ,220,-28,0,12,"18,333","75,535",-8,0,0, ,
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , , , ,"14,576",-50,0,945,"15,424","1,842",-46,0,0, ,
870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , , , ,48,-55,0,2,"24,000",336,-64,0,0, ,
870360,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , , , ,"25,113",-37,0,"1,311","19,156",595,-51,0,0, ,
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , , , ,6,-63,0,0, ,799,-45,0,0, ,
870380,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, . . .", , , , , ,"23,298",81,0,"1,236","18,850","6,750",59,0,0, ,
870390,"Motor cars and other vehicles principally designed for the transport of <10 persons, incl. . . .", , , , , ,"20,506",251,1,"1,403","14,616","3,430",54,0,0, ,
870410,Dumpers for off-highway use, , , , , ,"15,300",19,0,"1,922","7,960","7,843",16,0,0, ,45
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion . . .", , , , , ,"120,969",-4,0,"10,693","11,313","85,837",26,0,0, ,-
870422,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion . . .", , , , , ,"50,681",-7,0,"6,725","7,536","20,246",11,0,0, ,"1,729"
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion . . .",77,57,2,10,"7,700","110,824",-1,1,"14,819","7,479","4,680",10,0,0, ,"6,676"
870431,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston . . .", , , , , ,"9,925",-7,0,890,"11,152","24,173",15,0,0, ,"2,812"
870432,"Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston . . .", , , , , ,0, ,0, , ,"1,918",57,0,0, ,
870490,"Motor vehicles for the transport of goods, with engines other than internal combustion piston . . .", , , , , ,688,-2,0,59,"11,661",874,8,0,0, ,-
870510,Crane lorries (excl. breakdown lorries),102,21,10,18,"5,667","38,738",-11,1,"6,887","5,625","1,035",-15,0,0, ,"2,168"
870520,Mobile drilling derricks, , , , , ,66, ,0,0, ,326,65,0,0, ,-
870530,Fire fighting vehicles (excl. vehicles for transporting persons), , , , , ,"5,473",-12,1,328,"16,686","6,901",-1,1,0, ,"2,588"
870540,Concrete-mixer lorries, , , , , ,"31,798",9,3,"6,912","4,600",256,0,0,0, ,"1,986"
870590,Special purpose motor vehicles (other than those principally designed for the transport of . . ., , , , , ,"36,598",-6,1,"3,271","11,189","19,492",78,0,0, ,"6,815"
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more . . .", , , , , ,"28,645",-29,1,"2,540","11,278",678,73,0,0, ,
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons, , , , , ,460,-65,0,22,"20,909",292,-19,0,0, ,14
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles . . .",706,-19,49,66,"10,697","9,615",-18,0,897,"10,719","1,449",-21,0,0, ,-
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, . . .",31,-1,0,2,"15,500","7,202",-26,0,357,"20,174","15,635",3,0,0, ,599
870821,Safety seat belts for motor vehicles, , , , , ,841,-5,0,59,"14,254",851,-18,0,0, ,-
870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more . . .","6,404",15,12,447,"14,327","148,537",-19,0,"10,358","14,340","52,602",10,0,0, ,-
870830,"Brakes and servo-brakes and their parts, for tractors, motor vehicles for the transport of . . .", , , , , ,"36,254",-6,0,"4,313","8,406","8,870",-6,0,0, ,95
870840,"Gear boxes and parts thereof, for tractors, motor vehicles for the transport of ten or more . . .",131,25,2,7,"18,714","10,445",-29,0,583,"17,916","6,322",-23,0,0, ,
870850,"Drive-axles with differential, whether or not provided with other transmission components, . . .","4,593",16,41,553,"8,306","83,372",-7,0,"10,045","8,300","11,326",4,0,0, ,
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport . . .",241,-4,5,35,"6,886","25,814",-8,0,"3,800","6,793","4,802",-1,0,0, ,-
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for . . .",38,4,0,4,"9,500","37,884",0,0,"4,181","9,061","11,252",-9,0,0, ,
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more . . .",53,5,0,3,"17,667","6,407",-11,0,418,"15,328","26,252",-3,0,0, ,
870892,"Silencers ""mufflers"" and exhaust pipes, and parts thereof, for tractors, motor vehicles for . . .", , , , , ,"5,424",-7,0,341,"15,906",902,-18,0,0, ,
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, . . .",2,-49,0,0, ,"25,192",0,0,"1,899","13,266","4,194",5,0,0, ,577
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor . . .",20,-50,1,1,"20,000","5,967",-18,0,397,"15,030","2,764",-13,0,0, ,
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the . . .", , , , , ,834,-5,0,39,"21,385",591,25,0,0, ,
870899,"Parts and accessories, for tractors, motor vehicles for the transport of ten or more persons, . . .","2,547",-3,3,184,"13,842","123,654",-18,0,"8,929","13,849","99,070",1,0,0, ,
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, . . .", , , , , ,102,-21,0,7,"14,571",952,37,0,0, ,-
870919,"Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used . . .", , , , , ,2,-84,0,0, ,"1,806",30,0,0, ,29
870990,"Parts of self-propelled works trucks, not fitted with lifting or handling equipment, of the . . .", , , , , ,322,114,0,19,"16,947",134,18,0,0, ,61
871000,"Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, . . .", , , , , ,23, ,0,0, ,"16,321",7,1,0, ,
871110,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder . . .",16,114,6,1,"16,000","2,355",77,0,179,"13,156",247,-29,0,0, ,-
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder . . .",7,5,1,0, ,"45,692",119,0,"2,544","17,961","1,321",13,0,0, ,420
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder . . .", , , , , ,803,35,0,33,"24,333",133,18,0,0, ,-
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder . . .",4, ,3,0, ,243,6,0,9,"27,000",151,-13,0,0, ,-
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder . . .",96,12,15,2,"48,000","2,208",2,0,52,"42,462",627,-6,0,0, ,-
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for . . .",5,38,2,0, ,574,28,0,18,"31,889",201,-19,0,0, ,
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles . . .", , , , , ,886,126,0,41,"21,610",108,35,0,0, ,
871200,"Bicycles and other cycles, incl. delivery tricycles, not motorised",3,-15,0,0, ,"1,592",2,0,79,"20,152",955,9,0,0, ,11
871310,"Carriages for disabled persons, not mechanically propelled", , , , , ,"3,905",-2,0,0, ,332,51,0,0, ,1
871390,"Carriages for disabled persons, motorised or otherwise mechanically propelled (excl. specially . . .", , , , , ,"1,271",6,0,50,"25,420",225,60,0,0, ,14
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.", , , , , ,"20,891",-18,0,608,"34,360",744,13,0,0, ,596
871420,"Parts and accessories for carriages for disabled persons, n.e.s.", , , , , ,16,-20,0,1,"16,000",449,94,0,0, ,
871491,"Frames and forks, and parts thereof, for cycles, n.e.s. (excl. for motorcycles)", , , , , ,263,-28,0,0, ,140,-9,0,0, ,2
871492,"Wheel rims and spokes, for cycles (excl. for motorcycles)", , , , , ,118,-17,0,0, ,299,-18,0,0, ,22
871493,Hubs and free-wheel sprocket-wheels for cycles (excl. for motorcycles and coaster braking hubs . . ., , , , , ,42,-23,0,1,"42,000",135,14,0,0, ,
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excl. for . . .", , , , , ,138,2,0,3,"46,000",551,20,0,0, ,-
871495,Saddles for cycles (excl. for motorcycles), , , , , ,"1,202",-16,0,83,"14,482",34,9,0,0, ,11
871496,"Pedals and crank-gear, and parts thereof, for bicycles, n.e.s.", , , , , ,"1,207",-3,0,38,"31,763",77,23,0,0, ,1
871499,"Parts and accessories, for bicycles, n.e.s.", , , , , ,"7,508",-5,0,236,"31,814","1,808",14,0,0, ,-
871500,"Baby carriages and parts thereof, n.e.s.", , , , , ,"1,416",-12,0,100,"14,160",291,1,0,0, ,-
871610,"Trailers and semi-trailers of the caravan type, for housing or camping", , , , , ,0, ,0, , ,"1,454",-5,0,0, ,-
871620,Self-loading or self-unloading trailers and semi-trailers for agricultural purposes, , , , , ,27,-20,0,5,"5,400",2, ,0,0, ,
871631,"Tanker trailers and tanker semi-trailers, not designed for running on rails", , , , , ,"1,474",-6,0,215,"6,856","1,413",-10,0,0, ,500
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excl. . . .",114,23,3,25,"4,560","33,452",-4,0,"7,382","4,532","4,478",8,0,0, ,"1,056"
871640,"Trailers and semi-trailers, not designed for running on rails (excl. trailers and semi-trailers . . .",21,105,1,3,"7,000","1,358",-9,0,221,"6,145","1,562",-3,0,0, ,-
871680,Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excl. trailers . . ., , , , , ,"3,590",-7,0,634,"5,662",511,-35,0,0, ,32
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.", , , , , ,"13,605",1,0,"3,104","4,383","2,012",7,0,0, ,23
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft", , , , , ,0, ,0, , ,61,90,0,0, ,
880211,Helicopters of an unladen weight <= 2.000 kg (excl. unmanned of heading 8806), , , , , ,0, ,0, , ,401,142,0,0, ,
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806), , , , , ,0, ,0, , ,87,16,0,0, ,
880220,"Aeroplanes and other powered aircraft of an unladen weight <= 2.000 kg (excl. helicopters, . . .", , , , , ,0, ,0, , ,"2,316",126,0,0, ,
880230,Aeroplanes and other powered aircraft of an unladen weight > 2.000 kg but <= 15.000 kg (excl. . . ., , , , , ,"7,739",135,0,13,"595,308","2,186", ,0,0, ,
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, . . .", , , , , ,0, ,0, , ,"1,513,132",17,2,0, ,
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles", , , , , ,0, ,0, , ,19,-74,0,0, ,
880310,"Propellers and rotors and parts thereof, for aircraft, n.e.s.", , , , , ,10, ,0,0, ,"3,607",-11,0,0, ,416
880320,"Under-carriages and parts thereof, for aircraft, n.e.s.", , , , , ,0, ,0, , ,"5,572",-35,0,251,"522,418",436
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",1, ,0,0, ,84,221,0,0, ,"177,736",-6,0,0, ,-
880390,"Parts of aircraft and spacecraft, n.e.s.", , , , , ,0, ,0, , ,"4,154",5,0,0, ,40
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories . . .", , , , , ,0, ,0, , ,200,42,0,31,"296,806",1
880510,"Aircraft launching gear and parts thereof, n.e.s. (excl. motor winches for launching gliders); . . .","1,582", ,78,0, ,"484,011", ,73,0, ,"2,018",25,1,22,"146,545",10
880521,Air combat simulators and parts thereof, , , , , ,228,115,0,0, ,2, ,0,3,"561,667",
880529,"Ground flying trainers and parts thereof, n.e.s. (excl. air combat simulators and parts thereof)", , , , , ,12, ,0,0, ,"3,072",33,0,0, ,-
890110,"Cruise ships, excursion boats and similar vessels principally designed for the transport of . . .", , , , , ,0, ,0, , ,"17,014",-10,0,0, ,
890120,Tankers, , , , , ,0, ,0, , ,"178,827",53,1,"159,352","1,370",
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods . . ., , , , , ,1,-84,0,1,"1,000","580,317",85,2,0, ,-
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products . . ., , , , , ,0, ,0, , ,189,0,0,174,"2,391",
890310,Inflatable vessels for pleasure or sports, , , , , ,0, ,0, , ,"2,339",144,0,0, ,-
890391,"Sailboats and yachts, with or without auxiliary motor, for pleasure or sports", , , , , ,0, ,0, , ,"1,041",-29,0,0, ,4
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",3,-43,0,0, ,469,-28,0,15,"31,267","10,399",-5,0,0, ,-
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 . . .",2,-59,0,0, ,"1,267",-28,0,45,"28,156","16,257",-1,0,0, ,280
890400,Tugs and pusher craft, , , , , ,"40,897",139,2,0, ,"55,053",-9,3,0, ,"1,469"
890510,Dredgers, , , , , ,"8,172", ,0,663,"12,326","224,476",96,20,0, ,-
890520,Floating or submersible drilling or production platforms, , , , , ,0, ,0, , ,"291,733",207,2,0, ,"2,269"
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is . . .", , , , , ,"9,317",137,0,0, ,"231,217",-4,5,0, ,"1,093"
890690,"Vessels, incl. lifeboats (excl. warships, rowing boats and other vessels of heading 8901 to . . .", , , , , ,118,-19,0,0, ,"39,203",99,1,0, ,59
890710,Inflatable rafts, , , , , ,305,-4,0,0, ,320,20,0,0, ,-
890790,"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excl. . . .",44, ,0,4,"11,000","18,385",40,2,"1,725","10,658","45,686",28,6,0, ,-
890800,Vessels and other floating structures for breaking up, , , , , ,665,-60,0,0, ,"164,761",35,22,0, ,
900110,"Optical fibres, optical fibre bundles and cables (excl. made up of individually sheathed fibres . . .", , , , , ,"1,303",-12,0,0, ,"1,401",29,0,0, ,-
900120,Sheets and plates of polarising material, , , , , ,"3,255",81,0,0, ,3,137,0,0, ,
900130,Contact lenses, , , , , ,"4,138",-4,0,23,"179,913",139,-17,0,0, ,-
900140,Spectacle lenses of glass, , , , , ,735,-28,0,"99,751",7,271,10,0,0, ,22
900150,Spectacle lenses of materials other than glass,19,34,0,"2,766",7,"6,473",1,0,"924,950",7,"5,362",19,0,0, ,-
900190,"Lenses, prisms, mirrors and other optical elements, of any material, unmounted (excl. such . . .",67, ,30,0, ,"24,107",-3,0,0, ,224,6,0,0, ,
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers", , , , , ,559,-17,0,1,"559,000","49,547",29,1,0, ,-
900219,"Objective lenses (excl. for cameras, projectors or photographic enlargers or reducers)", , , , , ,59,-44,0,0, ,"10,251",-10,0,0, ,-
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed . . .", , , , , ,23,-15,0,0, ,"3,765",93,1,0, ,2
900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of . . .",4, ,4,0, ,559,-3,0,0, ,97,-29,0,0, ,-
900311,"Frames and mountings for spectacles, goggles or the like, of plastics", , , , , ,"1,777",-16,0,6,"296,167","6,781",51,0,0, ,3
900319,"Frames and mountings for spectacles, goggles or the like (excl. of plastics)", , , , , ,403,-29,0,1,"403,000",880,3,0,0, ,-
900390,"Parts of frames and mountings for spectacles, goggles or the like, n.e.s.", , , , , ,6,-42,0,0, ,36,-39,0,0, ,-
900410,Sunglasses,1,-48,0,0, ,"3,173",-15,0,14,"226,643","2,538",-12,0,0, ,56
900490,"Spectacles, goggles and the like, corrective, protective or other (excl. spectacles for testing . . .", , , , , ,"1,735",-17,0,0, ,"1,131",15,0,0, ,-
900510,Binoculars, , , , , ,36,-37,0,0, ,603,45,0,0, ,-
900580,"Monoculars, astronomical and other optical telescopes and other astronomical instruments (excl. . . .", , , , , ,217,-43,0,0, ,"1,595",151,0,0, ,
900590,"Parts and accessories, incl. mountings, for binoculars, monoculars, astronomical and other . . .", , , , , ,2,-43,0,0, ,21,-33,0,0, ,1
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical . . .", , , , , ,17,-62,0,0, ,"8,972",144,3,0, ,-
900640,Instant print cameras (excl. special cameras of subheading 9006.30), , , , , ,0, ,0, , ,"1,867",111,0,0, ,-
900651,"Cameras with a through-the-lens viewfinder [single lens reflex ""SLR""] for roll film of a width . . .", , , , , ,0, ,0, , ,10,-24,0,0, ,-
900652,"Cameras for roll film of a width of < 35 mm (excluding instant print cameras, single lens reflex . . .", , , , , ,0, ,0, , ,10,11,0,0, ,
900653,Cameras for roll film of a width of 35 mm (excl. instant print cameras and special cameras . . ., , , , , ,0, ,0, , ,2,51,0,0, ,
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print . . ., , , , , ,4, ,0,0, ,253,50,0,0, ,
900661,Electronic discharge lamp flashlight apparatus for photographic purposes, , , , , ,219,22,0,0, ,188,44,0,0, ,-
900669,Photographic flashlights and flashlight apparatus (excl. with electronic discharge lamps), , , , , ,116,16,0,0, ,66,10,0,0, ,-
900691,"Parts and accessories for photographic cameras, n.e.s.", , , , , ,221,12,0,2,"110,500",406,8,0,0, ,-
900699,"Parts and accessories for photographic flashlights and flashlight apparatus, n.e.s.", , , , , ,10,12,0,0, ,111,10,0,0, ,-
900710,Cinematographic cameras, , , , , ,106,15,0,0, ,121,5,0,0, ,-
900720,Cinematographic projectors, , , , , ,118,-1,0,1,"118,000",253,14,0,0, ,24
900791,"Parts and accessories for cinematographic cameras, n.e.s.", , , , , ,244,81,0,0, ,318,17,0,0, ,-
900792,"Parts and accessories for cinematographic projectors, n.e.s.", , , , , ,46,-43,0,0, ,82,9,0,0, ,-
900850,"Image projectors, and photographic enlargers and reducers (excl. cinematographic and parts)", , , , , ,1,-62,0,0, ,48,-10,0,0, ,-
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.", , , , , ,5,5,0,0, ,38,-2,0,17,"38,412",
901010,Apparatus and equipment for automatically developing photographic or cinematographic film or . . ., , , , , ,60,-21,0,1,"60,000",75,101,0,0, ,6
901050,"Apparatus and equipment for photographic or cinematographic laboratories, n.e.s.; negatoscopes",23,-60,74,0, ,"1,264",-8,0,17,"74,353",31,-50,0,0, ,-
901060,Projection screens, , , , , ,175,-21,0,12,"14,583",442,-15,0,0, ,5
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, . . .", , , , , ,4,-52,0,0, ,59,24,0,18,"26,611",1
901110,Stereoscopic optical microscopes, , , , , ,259,-28,0,1,"259,000",4,-50,0,0, ,10
901120,"Optical microscopes, for photomicrography, cinephotomicrography or microprojection (excl. stereoscopic . . .", , , , , ,10,-72,0,0, ,24,-22,0,0, ,
901180,"Optical microscopes (excl. for photomicrography, cinephotomicrography or microprojection, stereoscopic . . .", , , , , ,"1,981",-12,0,0, ,156,-12,0,0, ,31
901190,"Parts and accessories for compound optical microscopes, n.e.s.", , , , , ,93,29,0,0, ,278,11,0,0, ,-
901210,"Electron microscopes, proton microscopes and diffraction apparatus", , , , , ,414,-1,0,1,"414,000",117,45,0,0, ,1
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, . . .", , , , , ,20,69,0,0, ,91,4,0,0, ,
901310,"Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, . . .", , , , , ,31,-35,0,0, ,18,-41,0,0, ,1
901320,Lasers (excl. laser diodes),1, ,0,0, ,739,-5,0,1,"739,000",690,-8,0,0, ,-
901380,"Optical appliances and instruments, n.e.s. in chapter 90", , , , , ,176,-31,0,0, ,436,-9,0,0, ,-
901390,"Parts and accessories for lasers and other appliances and instruments, n.e.s. in chapter 90", , , , , ,77,2,0,0, ,"25,656",279,1,0, ,-
901410,Direction finding compasses, , , , , ,24,-61,0,0, ,157,-11,0,0, ,-
901420,Instruments and appliances for aeronautical or space navigation (excl. compasses and radio . . ., , , , , ,31,2,0,0, ,"16,011",45,1,0, ,-
901480,"Navigational instruments and apparatus (excl. for aeronautical or space navigation, compasses . . .", , , , , ,14,-59,0,0, ,"1,163",10,0,0, ,-
901490,"Parts and accessories for compasses and other navigational instruments and appliances, n.e.s.", , , , , ,147,166,0,0, ,"4,543",11,0,0, ,-
901510,Rangefinders,7,-21,7,0, ,902,-30,0,0, ,96,13,0,0, ,110
901520,"Theodolites and tachymeters ""tacheometers""",4, ,4,0, ,276,-47,0,0, ,111,5,0,0, ,2
901530,Levels,9, ,1,0, ,901,-14,0,16,"56,313",624,7,0,0, ,-
901540,Photogrammetrical surveying instruments and appliances,20, ,4,0, ,195,-15,0,0, ,452,35,0,0, ,5
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, . . .",9,87,0,0, ,"2,711",-13,0,6,"451,833","84,052",38,2,0, ,-
901590,"Parts and accessories for instruments and appliances used in geodesy, topography, photogrammetrical . . .",1, ,0,0, ,"2,249",30,0,0, ,"23,079",30,1,0, ,-
901600,"Balances of a sensitivity of 50 mg or better, with or without weights", , , , , ,849,0,0,0, ,160,5,0,0, ,77
901710,"Drafting tables and machines, whether or not automatic (excl. units for automatic data-processing . . .", , , , , ,112,-26,0,4,"28,000",41,1,0,0, ,7
901720,"Drawing, marking-out and mathematical calculating instruments (excl. drafting tables and machines . . .", , , , , ,"1,352",-40,0,111,"12,180",137,-4,0,0, ,9
901730,"Micrometers, callipers and gauges (excl. gauges without adjustable devices of subheading 9031.80)",5,-5,1,0, ,277,-22,0,2,"138,500",390,-3,0,0, ,-
901780,"Instruments for measuring length, for use in the hand, n.e.s.", , , , , ,"1,812",-6,0,127,"14,268",240,-3,0,0, ,-
901790,"Parts and accessories for drawing, marking-out or mathematical calculating instruments and . . .", , , , , ,8,-3,0,0, ,46,4,0,0, ,-
901811,Electro-cardiographs, , , , , ,"3,021",-26,0,18,"167,833",431,54,0,0, ,-
901812,Ultrasonic scanning apparatus, , , , , ,"23,343",17,0,65,"359,123",529,3,0,0, ,108
901813,Magnetic resonance imaging apparatus, , , , , ,"26,704",13,0,0, ,839,48,0,0, ,-
901814,Scintigraphic apparatus, , , , , ,"3,898",-28,1,0, ,123,8,0,0, ,-
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for . . .", , , , , ,"12,984",3,0,38,"341,684","2,350",-13,0,0, ,-
901820,"Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences", , , , , ,367,-39,0,1,"367,000",254,3,0,0, ,150
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",987, ,7,0, ,"10,553",16,0,0, ,"13,362",41,0,0, ,-
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary . . .", , , , , ,"10,679",2,0,0, ,"1,257",50,0,0, ,19
901839,"Needles, catheters, cannulae and the like, used in medical, surgical, dental or veterinary . . .", , , , , ,"17,600",-9,0,0, ,"2,929",-9,0,0, ,-
901841,"Dental drill engines, whether or not combined on a single base with other dental equipment", , , , , ,"3,591",-8,1,0, ,36,51,0,0, ,21
901849,"Instruments and appliances used in dental sciences, n.e.s.",6, ,0,0, ,"11,948",-11,0,0, ,"1,365",-6,0,0, ,146
901850,"Ophthalmic instruments and appliances, n.e.s.", , , , , ,"14,919",-8,0,51,"292,529","1,759",4,0,0, ,542
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.", , , , , ,"171,005",-2,0,0, ,"35,932",19,0,0, ,"1,519"
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus, , , , , ,"4,217",-7,0,192,"21,964",344,-7,0,0, ,1
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic . . .", , , , , ,"17,990",13,0,0, ,"1,244",73,0,0, ,344
902000,"Breathing appliances and gas masks, incl. parts and accessories (excl. protective masks having . . .",4,-15,1,0, ,"1,679",-11,0,15,"111,933",656,11,0,0, ,-
